,file,artist,title,lyrics
150,TRBHEVE128F932E1FA.h5,Beogradski Sindikat,Slatke male maloletnice,"Ti si jak, ti si jak
Afrodizijak, afrodizijak
(4x)

Slatka mala maloletnice
Prirodna srećnice 
Na torti si stigla 
Tek do šesn'este svećice 

Mala mamina pametnice
Imaš sve petice 
A pališ licem bebice 
Sa pogledom grešnice 
Koji gradom širi srčke 
I upale desnice 

Neki su spremni čak 
I da ukrste pesnice 
Hipnotisani, nesvesni 
Da ne hajes za bednike 

Fotografi modni drže 
Vanredne sednice 
U želji da te stave 
Na sve naslovne stranice 

Uzdah širi se leti 
Kada hodaš pored stanice 
Pogledi sevaju ko sa 
Kremena varnice 

Svi zaborave na dogovore
Natrpane satnice 
Zbog bronzanog tena
Tvog tela mlade ratnice 

Zbog anđeoskog lica
Zbog dve zvezde danice 
Zbog kose boje klasja 
Sa panonske oranice 

Veština majke prirode 
Sve premašila je granice 
Slatka mala maloletnice
Primi moje čestitke 

Sa svog pijedestala ti 
Inspirišeš pesnike 
Intelektualce i ulične grešnike 
Izjednačuješ u želji 

Da bar jednom kresnu te
Trule punaće i prosjake bez love 
Izjednačujes kad pohodiš
Im noću mokre snove 

Ali stvar je pod kontrolom 
Jer bojimo se Marice 
Kad roditelji tvoji budu 
Pokretali parnice
Slatke male maloletnice
Prirodne srećnice, male grešnice 

Sunce zalazi, vetar mazi 
A šef u potrazi 
Dan ko iz snova prolazi 
Ja sam u šetnje polazim 

Trazim nekog da podelim 
S njim jedan dim 
Il' neku curicu spremnu 
Da s njom delim tron 

Hodam ulicom, u vazduhu 
Se oseća tvoj vajb 
To je osećaj taj
Ljubavni pokret kao trajb 
I za kraj srećem 

Poznato lice devojčice 
Koja mi nije dopustila
Već je propustila 
Sa Don Huanom romansu 
Al' nije kasno, vidim šansu 

U njenom pogledu i glasu
Jer stigla je u pravom času
Na uvo joj šapućem
Osmeh predivan ko uvek 

Krasi lice boginje
Još uvek za tobom žudi ovaj čovek 
Pa da li ima nade 
Ove večeri mlade 

Za zvuk serenade 
Jer tvoj pogled mi nadu dade 
Zanemari sve jade
Sve probleme, sve dileme 

Daj mi ruku, krajnje je vreme 
Da dotaknem sve teme 
Kaže, možemo kod mene
Očima daje mi znak 

Ispuniću ti sve želje
Samo mi pusti Sindikat 
Sada jači nego ikad
Ja ljubim njen vrat 

Jezik ide sve niže 
Šef spreman za napad 
Tvoji nisu tu
Govor tela priča za nju 

Sa sebe skida odeću svu
Čekam te u kupatilu
Pod tužem izvajanu figuru 
Gledam vlažnu i golu 

Cela noć je pred nama 
A priča gubi kontrolu
Slatke male maloletnice 
Slatke male, slatke maloletnice 

A ja zgrožen 
Nad svim ovim, kratak biću 
Zato šajslu i tiću 
Dok budem pričo ovu priču

Uzo sam neku siću
Kreno ka kafiću
Da se nađem na piću
Sa Sindikalcima

Ali od tog momenta 
Ni sekunde dve nisu jos prosle 
Kada dve curice vidim da mi prilaze 
Kazu, Sindikalce, dugo smo te cekale 
Odmah pice donele i kraj mene su sele

Popile vopile i malo zadopile 
Dok se nisu opile ko prljavo kopile 
Onda krenule napolje, zovu me
Ajdemo u zezanje, bice jace u troje

Kazem, niste normalne
Vidi na sta licite 
Pijane ko guzice
Bljuju na sred ulice 

Al' da ne bude zabune 
Iako maloletnice 
Slatke ste ko breskvice
Prave male misice 

Sklon'te se, nemoj da me mamite 
Znate kol'ko robije moze da se dobije 
Sve zbog pedofilije ma bez'te od mene
Bez'te od mene, slatke maloletnice

Ti i ja pedofilija

Osamdeset drugo
Trece, cetvrto, peto, sesto 
Sve ih mesam vesto 
Ne pitam za mesto 

Dok ih gledam iz korole
Kako dolaze iz skole 
Vidim jednu malu mnogo slatku
Vozi role 

Bauer il' Roces, molim
Sta ti hoces na keksic da dodjes 
Da se zezamo nocas 
Znam te jos odavno 
S Nove Godine kod Galeta 

Da l' preko Vune, Bokija il' Saleta 
Cusaka drugara sto po zidovima sara 
Ako ne zuris kuci 
Ajde sa mnom do Bizara 

Nacosa, Olea, Steline, Soho bara 
Il' da palimo na kalis 
Ako kafic tebe smara 
Da blejimo bez para 

I setamo mog kera 
Cekam te u cetiri 
Posle podne oko skvera 
Nemoj da me ispalis 
I nepotrebno kasnis 

Zvacu te ne mobilni 
Posle skole kad se vratis 
Jos jednom da mi potvrdis 
Da ces uvek biti tu 
Na vreme pored mene 
Moja mala beti bu 

I nema vise puj pike 
Nista ne vazi 
Pogledaj me u oci
Iskreno mi kazi 

Da u jednom trenutku 
Tebi mogu biti ravan ili me ti gotivis 
Samo zato sto sam slavan 
Smesan, zabavan, ludi lik iz price

Da li jedna si od onih 
Sto se poznanstvom sa mnom dice 
Ili mozes da me volis 
Bas onakvog kakav jesam 

Da brines se o meni
Ziv sam, s kim sam, gde sam
S klinkama pre sam probao sve
Ali tebe kad sam upoznao 

Postao sam svestan
Da pedofilija radja pedofiliju 
Nemojte to probati kod kuce 
Maloletnice su ko cvet 
Nevine i nezne kao rosa na uranku 
Bice da su ko cvet 

Tvoje ljubavi strela 
Snazno cepa moja creva 
Osecam te jako 
Kao deo svoga tela 
I samo kad bi htela 

Sve sto htela je Venera 
Ja bio bi tvoj Zevs 
A ti bila moja Hera 
Jer Kupidon sto smera 
On to provereno izvrsi 

Posalje mi Amora 
Da strelama me izbusi 
Razum mi narusi
Tera me da lutam 
U oblacima magle 
Tada ja plutam"
151,TRBHHUB12903D09FEA.h5,Arsonists Get All The Girls,Skiff For The Suits,"I'll just get the oars
And push myself right off
How could I hold myself liable
Under such madness, do pray tell
Faces of bottles read through the night
Swaying in context, warning light
Yet another patron is dedicated
To this last jam
It's only 40 seconds till the show begins
Watch the screaming squabble of drunken state
Son, another grayscale of apathy in such a place
Not much time for reaction if one is wake
For fear of contracting such vile taste
This has been the last time
He'll leave here almost deadly undone
Pre-empt of fear
10 seconds now till the curtain is raised
Cold sweat seeps from his liquored brow
No one to throw the ring
One foot of water now
In panic stricken reigned he forgets how to swim
I'll scratch another from the cleansing post
It's almost a rush to reach for the blade
It goes from shame to shambles in less than days
Natural selection with a shove I'll take it from here."
152,TRBHHUC128F4294C6F.h5,Scott Matthews,City Headache,"City headache subsides your dreary tone
Send a doctor to my house
Got me a fever coming round the bend
A heavy busload of danger

Straight talking you're sending me to bed
'Cause I ain't walking, in my state
A temperature that will not go away
So let it build up in my head

My head...

Prescribed pills just throw them down the sink
Cause in the hills is my cure.
No city headache to knock on my front door
No spewing faces to bug me.

Your output level brings thunder to my ears
A peaking signal from your mouth
Some cleansing water to wash away the grime of city laughter
Off my face.

My face...

It's not for me
The speed in which you walk
Would burn the soles of my feet.
Congested and choking from the fog
Of chain-smoking freak shows
That's how it goes so you just find the road
And pack your bags, for no more..."
153,TRBHHUF12903CAA46B.h5,Jack Johnson,Times Like These [Live From Red Rocks],
154,TRBHHWQ128F93321AB.h5,Bongzilla,Stone a Pig,"Here we go down the open road, old Texas way
Runnin' fast and a flyin' free
We just wanna get stoned
Twenty four more days to go
Texas justice is chasin' me
There's weed awaitin', California
We're going to get stoned"
155,TRBHHZF12903CBE8ED.h5,Organ Donors,Tranceplant,
156,TRBHIDP128F147DE7D.h5,Pierre Boulez,"Messiaen : Et exspecto resurrectionem mortuorum : IV ""Ils ressusciteront_ glorieux_ avec un nom nouveau",
157,TRBHIIQ128F424AB61.h5,Stephen Pearcy,Freak,
158,TRBHIJC128F92E55E2.h5,Furry Lewis,Rock Island Blues,"I'd the Rock Island Blues waiting on the Rock Island Train
Rock Island Blues waiting on the Rock Island Train
Got a girl in Texas and I'm scared to call her name

Don't you wish your girl was long and tall like mine
Don't you wish your girl was long and tall like mine
Lord she ain't good-looking but I 'clare she takes her time

Baby, where you stay last night?
Baby baby, where you stay last night?
Lord you didn't come home till the moon was shining bright

I'm gon' wash my face in the Gulf of Mexico
I'm gon' wash my face in the Gulf of Mexico
I'm gon' eat my breakfast a thousand miles below

Wonder will my suitcase hold my clothes?
Wonder will my suitcase hold my clothes?
I ain't got so many but I got so fur to go

I ain't got no woman, I ain't got no lady friend
I ain't got no woman, ain't got no lady friend
I ain't got nobody t'say Furry where you been?"
159,TRBHIMC128F427680F.h5,Hevia,Tirador (Carlos Jean Remix),"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld "" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
160,TRBHIOA12903CD824F.h5,Los Originales De San Juan,Con La Misma Tijera,
161,TRBHIPK128F92FFCF3.h5,Richard Galliano,Des voiliers (Sur un poème de Claude Nougaro),
162,TRBHKUE128F429215D.h5,Led Zeppelin,The Song Remains The Same (2007 Remastered Album Version),"I had a dream, oh, now, crazy dream, oh-oh
Anything I wanted to know, any place I needed to go
Hear my song, now, people, don't ya listen, now
Sing along, oh, you don't know what you're missin', now
Any little song that you know
Everything that's small has to grow
And so it grows, yeah, push, push, yeah-ah

Na-na-na-na-na-ah-ah
California sunlight
Sweet Calcutta rain
Honolulu starbright
The song remains the same
Ooh-ooh Ooh-ooh-hoh-oh,

Head-on
Ah
Keep on

All you got to do, all the night
All you, all you gotta do now, all you gotta do now, ooh with me

Sing out Hare, Hare
Ooh, dance the Hoochie-Koo
City lights are oh, so bright as we go slidin', slidin'
Slidin', slidin', slidin' slidin' slidin' slidin'
Slidin-ah-ah-ah-ah-ah-ah-ah-ah-ah-ah-ah on."
163,TRBHKVE12903CAAEB4.h5,Vienna Concert House Orchestra_ Wiener Sängerknaben_ Ferdinand Grossmann,Requiem Mass in D Minor_ K. 626: VIII. Lacrimosa dies illae,
164,TRBHKXX128F4252D02.h5,Radiohead,Everything In Its Right Place,"Kid A, Kid A
Kid A, Kid A

Everything
Everything
Everything
Everything
In its right place
In its right place
In its right place
In its right place

Yesterday I woke up sucking a lemon
Yesterday I woke up sucking a lemon
Yesterday I woke up sucking a lemon
Yesterday I woke up sucking a lemon

Everything
Everything
Everything
Everything
In its right place
In its right place
In its right place
Right place

There are two colours in my head
There are two colours in my head
What, what is that you tried to say?
What, what was that you tried to say?
Tried to say
Tried to say
Tried to say
Tried to say

Everything
Everything
Everything
Everything"
165,TRBHKYJ128F429A0A8.h5,Tum Tum,Eat Or Get Ate,
166,TRBHKYX128F9338977.h5,Vuneny,Curse Of Sound (Dub Mix),
167,TRBHLBL128F42823F5.h5,Hinge,Pray The I Miss,
168,TRBHLBL12903D0137C.h5,Nicolas Bacchus,Josy,"Josy, c'est la voisine du palier
Trente-six ans et toujours pas mariée
Mène sa vie de vieille jeune fille
Elle entretient sa p'tite routine.
Pas de copain, de chéri, jamais rien
Pour lui faire changer son quotidien
Un jour, à Josy, on lui a dit :
""Enfin, Josy, qu'est-ce que tu fais de ta vie?""
Alors elle s'est trouvée 
Un chien.

A Josy, qu'est ce qu'on y avait pas dit
Ce chien va lui exploser sa vie
Elle qui e faisait jamais la fête
Il la conduira droit à sa perte.
Mais ça elle ne le sait pas encore
Son chien pour l'instant elle l'adore
Un jour Josy elle nous a dit :
""Ah ben, vraiment, les gars, j'vous r'mercie
Ma vie sans lui, ah ça non 
D'un chien.""

Depuis, Josy s'défonce en quatre,
S'démène, court à gauche et puis à droite
Parfois même au boulot arrive en r'tard
Tout ça pour l'bonheur de son clébard.
Terminés, les principes et la routine
Josy, c'est dev'nu une vraie coquine
Un jour, on s'est dit allons voir Josy
Et là
Pour la r'connaître on a eu un mal 
De chien.

Voilà Josy sur son p'tit nuage
Avec son clebs, ils sont vraiment pas sage
Eh ! Josy, l'amour te donne des ailes
Mais là tu frises l'excès de zèle.
Du Sheeba à la zoophilie
Tout le reste souvent tu oublies
Un jour le patron a dit à Josy :
""Josy, tu files un mauvais coton""
C'était juste avant le sale temps 
De chien.

Josy a poussé l'bouchon trop loin
L'banquier, l'boss, l'huissier lui filent le train
Aïe aïe aïe, Josy, ça sent la fin
Et les impôts qui grimpent n'arrangent rien.
Happy end ou fatalité
On savait plus quoi trouver
Un jour, pour Josy, on a eu une idée :
""On arrête la chanson, et tu finis comme tu veux,
Tu choisis comment mener ta vie 
De Josy !"""
169,TRBHLBZ128F9300586.h5,Avril Lavigne,Unwanted,"All...that I did was walk over
Start off by shaking your hands
That's how it went
I had a smile on my face 
And I sat up straight

Oh, yeah yeah
I wanted to know you
I wanted to show you

You don't know me
Don't ignore me
You don't want me there
You just shut me out
You don't know me
Don't ignore me
If you had your way 
You'd just shut me up
Make me go away

(I'm so unwanted)
No
I just don't understand why                      
You won't talk to me
It hurts
That I'm so unwanted for nothing
Don't talk words against me

I wanted to know you
I wanted to show you

You don't know me
Don't ignore me
You don't want me there
You just shut me out
You don't know me
Don't ignore me
If you had your way 
You'd just shut me up
Make me go away
Make me go away

I tried to belong
It didn't seem wrong
My head aches
It's been so long
I'll write this song
If that's what it takes 
Yeah

You don't know me
Don't ignore me
You don't want me there
You'd just shut me out
You don't know me
Don't ignore me
If you had your way 
You'd just shut me up
Make me go away

You don't know me
Don't ignore me
You don't want me there
You'd just shut me out
You don't know me
Don't ignore me
If you had your way 
You'd just shut me up
Make me go away
Make me go away
Make me go away"
170,TRBHLDJ12903CDFB0E.h5,Grupo Batuque,Percussio Livre,
171,TRBHLDQ128F423EF10.h5,The White Stripes,Blue Orchid,"You got a reaction
You got a reaction, didn't you?
You took a white orchid
You took a white orchid, turned it blue

Something better than nothing
Something better than nothing and it's giving up
We all need to do something
Try to keep the truth from showing up

How dare you
How old are you now, anyway?
How dare you
How old are you now, anyway?

How dare you
How old are you now, anyway?

You're given a flower
But I guess that there's just no pleasing you
Your lip tastes sour
But you think that it's just me teasing you

You got a reaction
You got a reaction, didn't you?
You took a white orchid
You took a white orchid, turned it blue

Get behind me
Get behind me now, anyway
Get behind me
Get behind me now, anyway

Get behind me
Get behind me now, anyway

You got a reaction
You got a reaction, didn't you?
You took a white orchid
You took a white orchid, turned it blue"
172,TRBHLES128F92F672E.h5,Livio Minafra,Campane,
173,TRBHLEZ128F427E5AF.h5,Ras Michael and the Sons of Negus,Ethiopian Anthem,
174,TRBHMXM128F4259A13.h5,Santana,Rock Me,"Rock me baby
Baby, rock me all night long

Rock me baby
Baby, rock me all night long

I know the way you do me babe
Make me lose my own
Oh yeah girl

Oh, you rock me baby
(Incomprehensible)"
175,TRBHMYW128F93086FE.h5,Bert Kaempfert,Happy Safari,
176,TRBHMZS128F42658FF.h5,Three 6 Mafia,Money Didn't Change Me,"(Chorus: repeat 2X)
The money I made didn't change me, nigga it changed you
I stayed the same through my wealth, but take a look at you
Back in the days I went to school wit ya, too cool wit ya
But seems like now I can't fool wit ya

(DJ Paul)
Back in the days I went to school wit ya (Ya hear me)
Like blood brothers I was cool wit ya (Ya feel me)
I remember times I carried tools wit ya (I clapped)
But now days I can't fool wit ya (I swear)
You said I started to act funny (I can't see it)
Since I made me some money (You believe it)
It wasn't no problem when I gave it to you (I know)
But since I quit I'm in the wrong to you (That's low)
It ain't my fault that I kept chasin my dreams
You claimed you couldn't see the woods, because of too many trees (You dummy)
And despite impossibilities (You know)
I turned to all impossibilities (For sho')
But that ain't keepin' it real in yo mind (I see)
I gotta feed yo family and mine (Nigga please)
I hate so bad that can't keep pleasin (Keep Samplin)
I guess everything happens for a reason (Shit happens)

(Lord Imfamous)
I can't call you everyday, I got studio and shows
You always want some money but ain't never wrote no flows
You think I gotta put you in all our videos
And every time I buy something you want some C notes
You think you outta quit your job and come and work for me
So you can sit on your ass and get paid for free
So if you sit down and give this shit a little thought
You the one that's actin' funny so I cut your water off

(Juicy J)
Some people hate that Project Pat and Juicy J on the spot
We pay cash for our cars that we push off the lot
Back in the say they use to say this rappin' shit was a flop
But we done made our Mil tickets now they jealous and hot
Don't get mad, ghetto niggaz went from rags to riches
Straight outta North Side High now we stackin and pimpin'
I ain't forgot about the hood, cause the hood is still in me
I know it's all to the good, all together we winnin'"
177,TRBHNCL12903CB6CAA.h5,Dobet Gnahoré,Evigne,
178,TRBHNCW128F9334F3D.h5,Blessid Union Of Souls,Healing,"I used to pray for things that I don't need*
Trouble God with all my vanities
Used to pray for things that I shouldn't want
I meant to give thanks---but I forgot

Now I pray for healing
I pray for peace
I pray for healing
For you and me

I used to pray that all my bills got paid
And that we'd get safely to the shows we played.
I used to think I didn't have enough...
Now I give because I know I have too much

And I pray for healing, Oh God, Send relief
I pray for healing
This time it's not for me

I used to pray my kids would grow up happy
Now I pray that they grow up at all
But I refuse to let these fears devour me
'Cause I know it won't be long
Before we're standing tall again

I used to pray when things were not so fine
But now I find myself praying all the time
Now all the things that I used to pray for
Suddenly don't mean a thing no more

Cause now I pray for healing
I pray for peace
I pray for healing for you
And for you
And for you
And for you
I pray for you
So pray for me
Pray for peace"
179,TRBHNEU128F426E873.h5,Mary Black,Flesh And Blood,"If we leave here today
We could be a thousand miles away
Take to that road see how far it goes
And on that great ocean road
Oh the country's in our bones
All the trouble that you know
Empties out as you go

Oh come on walk with me, talk with me,
Tell me your stories
I'll do my best to understand you
You're flesh and blood, flesh and blood
Don't refuse me your love
More than words can express
More than wealth or success
Oh there's a thousand things to do
So let's start here with me and you
All the pain that you feel
All the hurt that seems so real

Oh come on walk with me, talk with me,
Tell me your stories
I'll do my very best to understand you
You're flesh and blood
You can't go on holding back
The flooding river
Keeping all that fear inside
I understand how trouble haunts you
Yes and I do know how you feel

There's a thousand things to do
So let's start here with me and you
Gonna take a little time
Let's see what we can find
Oh come on walk with me..."
180,TRBHNHZ128F42A6BEF.h5,Cam'Ron,Bubble Music,"(But I still get in trouble) killa, uh, but what, uh

Mami all on me 'cause I'm touchin' her belly
I'm on butter pirelli's
Wit' purple and yellow, hello
That's butter and jelly
I flip butter on celly's
All right in front of the deli
Holly, lilly, to kelly all spent once on the telly
(And what else) and I got hella gear
My earring is nice the price
3 townhomes in delaware
Uh tomato porsche lookin' like tomato sauce
Hip hop hooray I got to get
That yayo off
That's blocks to the ave, cops come blocking the
Ave, I put the glock in the stash, slabs and copped in the trash
Still stop and I laugh, ma put
Them rock in your ass, the rest twat in ya bag, dag, hop in a cab
Play you for what
You gon' play yourself
Ain't nobody gon' pay you like you pay yourself
And my weight of the wealth was SK, AK, mayday, payday dog
Don't play with your health.

Mami... she open she open, jump off... hopin' I'm hopin', grab her... rope em' and dope em',
Oral... choke em' and choke em'
I flip bundle to bundle, tryin' to double my double, at the same time... for what... but
The cops say I'm

I get fresh from
Yankee stadium to the garden I beg your pardon
Stop it, my closet, macy's mens department
Pants, shirt, scarf, phone if you check it
Get the scoop on the cologne, belt, and shoe section
Fur for fur baby, baby you'll go stir crazy
Got that david yurmen burnin', the bird gazey
You'll get hurt play me
Burp let the dirt chase me
Every third lady that flirt, want my chirp lately I know
Some rn's that still strip, when I and this real dick, in
The clinic, no student can heal shit
Better than college, after that, students home
At least after your bid, ain't no student loans
To pay back, jack, ask
What do you condone
Hit towns wit coke, a .45 blue as chrome
Now they done juiced marone??
Knock, knock are you at home
I'm a call he, girls call the crib
And ask are you alone
...Killa

We race foreign cars, customed models, drop top mustard tahoe
We like the musketeers, trained by 'cause d'amato
Just a model, a dozen hollows is tough to swallow
Watch sanford in son
I'm like the buzz in rolo
Afourtuniado, the porsche apollo, wars a follow
Got the mack jack, still swing swords like zorro
We jackin' and clappin' y'all just applaud like bravo
Now I plaud the cappo, zeke and santana
I don't razor wrist's
I keep eighths of piff
The games and the chick
Like kobe imma rape the bitch
Razor grips, laser spit, glock cocked j or fifth
D on the block just like jadakiss
Haters shift, plead the fifth, spray
The fifth, gator kicks, ma-tr-ix, major chips, I'm your favorite... killa
Dipset, dipset"
181,TRBHNJY128F4253FDC.h5,Big Mike Griffin,The Last Thing I Need,
182,TRBHNQO128F4257526.h5,Cocoa Tea,Getting Closer,
183,TRBHNSO128F4243330.h5,David Tao,Total Vision,
184,TRBHNSS128F4228E6E.h5,Elephant Man,Head Gone/Wine Up Uh Self (Album Version),"(Chorus)
Man dem down a TG doh got no head (head fly way) 
Man dem down a Jungle doh got no head (me head hurt me) 
Man dem down a Dunkirk doh got no head (head mad) 
Man dem from Spanish Town doh got no head 

Bruk yuh tank kill yuh fish yuh poodle dog dead 
Nuh fuck wid we! Twin tower drop inna we head 
All when you a sleep me and me fren light yuh bed 
Nuh fuck wid we! Twin tower drop inna we head 
Bush mouth man ready fi run di place red 
Nuh fuck wid we! Twin tower drop inna we head 
Neck drop off suh me stitch it wid needle and thread 
Nuh fuck wid we! Twin tower drop inna we head 

(Verse one)
Head drop off and a roll 
Walter Boyd a kick me head up inna Arnett goal 
Sabina Park Walsh have mi head a bowl 
We nuh tek check from rat nor foot patrol 
Dem man yah nah no head so dem nuh worry bout cold 
Mek me tell yuh di half that have never been told 
Spanish Town man cold like di north pole 
Nah big up no shotta wey a grab no bill fold 
Pan di ground we head a roll 
Me lef me head pan di charger 
Last time me fly it lef Atlanta Georgia 
Delly and mega lef dem head pan di corner 
Dem find Roundhead dead mek me gi unu di saga 
Wid a portion a weed but me anuh informa 
Toddler head gone him leff it a Missisauga 
Kid Kurup trim leff him head up a di barber 
Nuh mek di alliance ride out di catana 
Or else you is a goner.....YEP 

(Chorus)
Man dem down a TG doh got no head (head fly way) 
Man dem down a Jungle doh got no head (me head hurt me) 
Man dem down a Down Kirk doh got no head (head mad) 
Man dem from Panish down doh got no head 

Bruk yuh tank kill yuh fish yuh poodle dog dead 
Nuh fuck wid we! Twin tower drop inna we head 
All when you a sleep me and me fren light yuh bed 
Nuh fuck wid we! Twin tower drop inna we head 
Bush mouth man ready fi run di place red 
Nuh fuck wid we! Twin tower drop inna we head 
Neck drop off suh me stich it wid needle and thread 
Nuh fuck wid we! 

Things a get colder no me nah no neck, me nah no head, me nah no shoulder 
From di day we bawn we a real high roller 
Mad sick.head gaan memba me tole yah 
Watch di headless baby a shub inna di stroller 
When me a go school me bring me head inna a folder 
Me nah be no batsman, me wi be di bowler 
Cyaaa me wha bowl out Suzie and Nicholer 
Memba me tole yahYEP 

(Chorus)
Man dem down a TG doh got no head (head fly way) 
Man dem down a Jungle doh got no head (me head hurt me) 
Man dem down a Down Kirk doh got no head (head mad) 
Man dem from Panish down doh got no head 

Bruk yuh tank kill yuh fish yuh poodle dog dead 
Nuh fuck wid we! Twin tower drop inna we head 
All when you a sleep me and me fren light yuh bed 
Nuh fuck wid we! Twin tower drop inna we head 
Bush mouth man ready fi run di place red 
Nuh fuck wid we! Twin tower drop inna we head 
Neck drop off suh me stich it wid needle and thread 
Nuh fuck wid we! Twin tower drop inna we head 

(Repeat Verse one)
(Repeat Chorus)"
185,TRBHNUB12903CC2475.h5,Open Hand,Tough Guy,"I feel like I've lost trust in everyone,
They say deception is the key.

I want to go with you now,
I need to step away,
That's if your going my way,
I've failed again but it's ok,
The situations upside down for me.

I feel like I've lost touch with everyone,
My perception is unclear,
I'll see if I can go with you again,
Things change, the old cliche,
""How's it going, same as yesterday"",

I want to go with you now,
I need to step away,
That's if your going my way,
I've failed again but it's ok,
The situations upside down for me,

I feel so run down inside... I feel so run down.

I feel like I've lost trust in everyone,
They say deception is the key.

I want to go with you now,
I need to step away,
That's if your going my way,
I've failed again but it's ok,
The situations upside down for me.

Should I save it up inside?
Oh man, I hope I have the time,
And I want to let you know how far I was willing to go."
186,TRBHNUD128EF35D3D2.h5,Ashes to Ashes,Bury Me,
187,TRBHNVI128F92F0EC7.h5,Kathy Troccoli with Aaron Jeoffrey,I Remember/Great Is Thy Faithfulness,
188,TRBHQBT128F932AFAD.h5,The Insects,Winds of Change,
189,TRBHQBW12903CAC57B.h5,The King Sisters,Beyond The Reef,
190,TRBHQDN128F4276D66.h5,Eluveitie,Primordial Breath,"The calling wind on my face
Waving from the summoning of giants
That heals my soul

The virile fragrance of alpine tor
The blowing breath of this fold
That dreams me

Pervading every single nook of existence

Veidon anatlâ
Trireinos koilon monis pantos
Volevos kaion moricos
Ni têrsos tenkos sves nâus-anatia
In litaviâ votno-ûrâ
Mê anatlô

Qe tebô lama deivos skver-ollos
Qe tebô lama deivos mê anatlô

Laden with the burdens of this life
The barque sails through endless waters
Deep and dark

Yet gestated pristinely and free
Escorting to the biding warmth
Of the womb

""I am a bard do not vouchsafe my secrets to slaves
I am a guide a judge if you sow you will labour"""
191,TRBHQGW128F42334DB.h5,Busta Rhymes,The Whole World Looking At Me (Explicit LP Version),
192,TRBHQHE128F4230865.h5,Boogie Pimps,Then Came You,
193,TRBHQHN128F148A1B3.h5,Dinosaur Jr,Green Mind,"I picture things a certain way.
Then go back to it another day.
The green mind said it's okay...
Cause you know where they're gonna be.
All's you have to do is come with me.
It's cool, they're probably asleep.

On the outside,
That's where they always hide.
Come to my side
And I'll introduce you to...
Some of their kind.
I know you've always tried.
And now it's your time to take in their point of view,
Though it's nothing new.

I been bouncin' off the wall,
I can't handle them for long.
They're cool, but I need you...
On a certain level I think they're great,
But on another I can't relate...
To anything they do.

On the outside,
Might be with them tonight.
Unless you decide to come n' I'll check out you.
Hangin' heavy such a routine,
I've just begun to forget
Why I seldom try to break out of their scene.
And now I gotta work on you,
So the frogs will hang and they'll always be hangin'...
Now we're here, what do we do?

I've been sortin' through the pros,
And cons of your eyes, farewell toads.
Can't you help move it along?
I been pickin' through my thoughts,
It's a shame my judgement rots...
And I sure feel rotten long...

On the outside...
Well, it'll be a while.
I gotta unfry 'fore I pick it up with you.(Help me)
Do I need that stable care?
Don't I know that they'll be there?
Does that count now you've appeared?
Do I need that stable core?
Or do I jump for something more?
Are you all that I fear?

I been pickin' through my thoughts,
It's a shame my judgement rots...
And I sure feel rotten long...
It's a call that's tough to make.
It could be a big mistake.
Can't you help move it along?
If I keep stewin' 'bout how I feel,
Eventually you'll split,
Then I won't have to deal.(Sounds like a plan)
But it's kind of lame to let it slide,
Knowin' either way I haven't tried.
Can't figure out where it all stands...
In a green mind..."
194,TRBHQJJ128F931FAC1.h5,Disco D,6 A.M. Funk,
195,TRBHQMU128EF34F6BE.h5,Flamin' Groovies,Call Me Lightning,
196,TRBHQQF128F92D6BE4.h5,The American Boychoir,Walk In The Light,
197,TRBHQQY128F931BBFA.h5,Alvino Rey And His Orchestra,Steel Guitar Rag,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld "" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
